N28	t1	{12}|{17}#{7}|{1,2,4,3,5,8,10,15,9,6,11,16,19,14,13,18}	1	133.375	175.5
N28	t2	{1,2,4,3,5,8,10,15,9,6,11,16,19,14,13,18}|{17}#{7}|{12}	0	24.375	175.5
N28	t3	{12}|{1,2,4,3,5,8,10,15,9,6,11,16,19,14,13,18}#{7}|{17}	0	17.75	175.5
N29	t1	{12,17}|{7}#{13,18}|{1,2,4,3,5,8,10,15,9,6,11,16,19,14}	0.999998	88.6964	172.589
N29	t2	{1,2,4,3,5,8,10,15,9,6,11,16,19,14}|{7}#{13,18}|{12,17}	9.39382e-07	42.3036	172.589
N29	t3	{12,17}|{1,2,4,3,5,8,10,15,9,6,11,16,19,14}#{13,18}|{7}	9.04873e-07	41.5893	172.589
N27	t1	{13}|{18}#{12,17,7}|{1,2,4,3,5,8,10,15,9,6,11,16,19,14}	1	152.5	198.905
N27	t2	{1,2,4,3,5,8,10,15,9,6,11,16,19,14}|{18}#{12,17,7}|{13}	0	26.5476	198.905
N27	t3	{13}|{1,2,4,3,5,8,10,15,9,6,11,16,19,14}#{12,17,7}|{18}	0	19.8571	198.905
N30	t1	{12,17,7}|{13,18}#{19,14}|{1,2,4,3,5,8,10,15,9,6,11,16}	0.808917	59.8889	153.653
N30	t2	{1,2,4,3,5,8,10,15,9,6,11,16}|{13,18}#{19,14}|{12,17,7}	0.1231	49.8194	153.653
N30	t3	{12,17,7}|{1,2,4,3,5,8,10,15,9,6,11,16}#{19,14}|{13,18}	0.0679836	43.9444	153.653
N26	t1	{19}|{14}#{12,17,7,13,18}|{1,2,4,3,5,8,10,15,9,6,11,16}	1	172.7	223.55
N26	t2	{1,2,4,3,5,8,10,15,9,6,11,16}|{14}#{12,17,7,13,18}|{19}	0	22.9667	223.55
N26	t3	{19}|{1,2,4,3,5,8,10,15,9,6,11,16}#{12,17,7,13,18}|{14}	0	27.8833	223.55
N31	t1	{12,17,7,13,18}|{19,14}#{9,6,11,16}|{1,2,4,3,5,8,10,15}	0.597556	55.1906	149.847
N31	t2	{1,2,4,3,5,8,10,15}|{19,14}#{9,6,11,16}|{12,17,7,13,18}	0.281118	50.9594	149.847
N31	t3	{12,17,7,13,18}|{1,2,4,3,5,8,10,15}#{9,6,11,16}|{19,14}	0.121326	43.6969	149.847
N23	t1	{9}|{6}#{11,16}|{1,2,4,3,5,8,10,15,12,17,7,13,18,19,14}	0.998386	68.1667	146.467
