N30	t1	{10}|{15}#{5,8}|{18,13,17,12,7,19,14,16,11,6,9,1,2,3,4}	1	34.8333	49.5333
N30	t2	{18,13,17,12,7,19,14,16,11,6,9,1,2,3,4}|{15}#{5,8}|{10}	1.07817e-07	7.7	49.5333
N30	t3	{10}|{18,13,17,12,7,19,14,16,11,6,9,1,2,3,4}#{5,8}|{15}	1.01082e-07	7	49.5333
N29	t1	{5}|{8}#{10,15}|{18,13,17,12,7,19,14,16,11,6,9,1,2,3,4}	0.99795	33.8	63.7
N29	t2	{18,13,17,12,7,19,14,16,11,6,9,1,2,3,4}|{8}#{10,15}|{5}	0.00114509	16	63.7
N29	t3	{5}|{18,13,17,12,7,19,14,16,11,6,9,1,2,3,4}#{10,15}|{8}	0.000905323	13.9	63.7
N31	t1	{10,15}|{5,8}#{1,2,3,4}|{18,13,17,12,7,19,14,16,11,6,9}	1	42.6648	65.7216
N31	t2	{18,13,17,12,7,19,14,16,11,6,9}|{5,8}#{1,2,3,4}|{10,15}	1.59081e-07	11.3523	65.7216
N31	t3	{10,15}|{18,13,17,12,7,19,14,16,11,6,9}#{1,2,3,4}|{5,8}	1.63675e-07	11.7045	65.7216
N26	t1	{1}|{2}#{3,4}|{18,13,17,12,7,19,14,16,11,6,9,10,15,5,8}	0.99837	133.2	310.4
N26	t2	{18,13,17,12,7,19,14,16,11,6,9,10,15,5,8}|{2}#{3,4}|{1}	0.000193277	70.5333	310.4
N26	t3	{1}|{18,13,17,12,7,19,14,16,11,6,9,10,15,5,8}#{3,4}|{2}	0.00143682	106.667	310.4
N27	t1	{3}|{4}#{1,2}|{18,13,17,12,7,19,14,16,11,6,9,10,15,5,8}	1	378.667	394.6
N27	t2	{18,13,17,12,7,19,14,16,11,6,9,10,15,5,8}|{4}#{1,2}|{3}	0	7.06667	394.6
N27	t3	{3}|{18,13,17,12,7,19,14,16,11,6,9,10,15,5,8}#{1,2}|{4}	0	8.86667	394.6
N28	t1	{1,2}|{3,4}#{10,15,5,8}|{18,13,17,12,7,19,14,16,11,6,9}	1	103.494	164.92
N28	t2	{18,13,17,12,7,19,14,16,11,6,9}|{3,4}#{10,15,5,8}|{1,2}	0	29.9318	164.92
N28	t3	{1,2}|{18,13,17,12,7,19,14,16,11,6,9}#{10,15,5,8}|{3,4}	0	31.4943	164.92
