N20	t1	{4}|{3}#{1,2}|{7,17,12,18,13,19,14,11,16,6,9,15,10,5,8}	1	287.367	299.033
N20	t2	{7,17,12,18,13,19,14,11,16,6,9,15,10,5,8}|{3}#{1,2}|{4}	0	7.43333	299.033
N20	t3	{4}|{7,17,12,18,13,19,14,11,16,6,9,15,10,5,8}#{1,2}|{3}	0	4.23333	299.033
N19	t1	{1}|{2}#{4,3}|{7,17,12,18,13,19,14,11,16,6,9,15,10,5,8}	0.908741	94.1	231.6
N19	t2	{7,17,12,18,13,19,14,11,16,6,9,15,10,5,8}|{2}#{4,3}|{1}	0.00670096	53.1333	231.6
N19	t3	{1}|{7,17,12,18,13,19,14,11,16,6,9,15,10,5,8}#{4,3}|{2}	0.0845582	84.3667	231.6
N21	t1	{4,3}|{1,2}#{15,10,5,8}|{7,17,12,18,13,19,14,11,16,6,9}	1	74.3295	114.182
N21	t2	{7,17,12,18,13,19,14,11,16,6,9}|{1,2}#{15,10,5,8}|{4,3}	0	19.9034	114.182
N21	t3	{4,3}|{7,17,12,18,13,19,14,11,16,6,9}#{15,10,5,8}|{1,2}	0	19.9489	114.182
N18	t1	{15}|{10}#{5,8}|{7,17,12,18,13,19,14,11,16,6,9,4,3,1,2}	0.996806	12.6	18.1667
N18	t2	{7,17,12,18,13,19,14,11,16,6,9,4,3,1,2}|{10}#{5,8}|{15}	0.00155759	2.66667	18.1667
N18	t3	{15}|{7,17,12,18,13,19,14,11,16,6,9,4,3,1,2}#{5,8}|{10}	0.00163665	2.9	18.1667
N34	t1	{5}|{8}#{15,10}|{7,17,12,18,13,19,14,11,16,6,9,4,3,1,2}	0.980403	20.1	37.7333
N34	t2	{7,17,12,18,13,19,14,11,16,6,9,4,3,1,2}|{8}#{15,10}|{5}	0.0117978	10.0667	37.7333
N34	t3	{5}|{7,17,12,18,13,19,14,11,16,6,9,4,3,1,2}#{15,10}|{8}	0.00779904	7.56667	37.7333
