N21	t1	{12}|{17}#{7}|{2,1,4,3,8,5,15,10,6,9,16,11,14,19,13,18}	1	274.25	353.25
N21	t2	{2,1,4,3,8,5,15,10,6,9,16,11,14,19,13,18}|{17}#{7}|{12}	0	50.5	353.25
N21	t3	{12}|{2,1,4,3,8,5,15,10,6,9,16,11,14,19,13,18}#{7}|{17}	0	28.5	353.25
N22	t1	{12,17}|{7}#{13,18}|{2,1,4,3,8,5,15,10,6,9,16,11,14,19}	1	144.018	296.411
N22	t2	{2,1,4,3,8,5,15,10,6,9,16,11,14,19}|{7}#{13,18}|{12,17}	6.85002e-08	82.6071	296.411
N22	t3	{12,17}|{2,1,4,3,8,5,15,10,6,9,16,11,14,19}#{13,18}|{7}	4.23024e-08	69.7857	296.411
N20	t1	{13}|{18}#{12,17,7}|{2,1,4,3,8,5,15,10,6,9,16,11,14,19}	1	269.095	342.31
N20	t2	{2,1,4,3,8,5,15,10,6,9,16,11,14,19}|{18}#{12,17,7}|{13}	0	38.1905	342.31
N20	t3	{13}|{2,1,4,3,8,5,15,10,6,9,16,11,14,19}#{12,17,7}|{18}	0	35.0238	342.31
N23	t1	{12,17,7}|{13,18}#{14,19}|{2,1,4,3,8,5,15,10,6,9,16,11}	0.886795	87.0347	223.5
N23	t2	{2,1,4,3,8,5,15,10,6,9,16,11}|{13,18}#{14,19}|{12,17,7}	0.0696401	71.2083	223.5
N23	t3	{12,17,7}|{2,1,4,3,8,5,15,10,6,9,16,11}#{14,19}|{13,18}	0.0435651	65.2569	223.5
N19	t1	{14}|{19}#{12,17,7,13,18}|{2,1,4,3,8,5,15,10,6,9,16,11}	1	208.75	262.167
N19	t2	{2,1,4,3,8,5,15,10,6,9,16,11}|{19}#{12,17,7,13,18}|{14}	0	28.6167	262.167
N19	t3	{14}|{2,1,4,3,8,5,15,10,6,9,16,11}#{12,17,7,13,18}|{19}	0	24.8	262.167
N24	t1	{12,17,7,13,18}|{14,19}#{6,9,16,11}|{2,1,4,3,8,5,15,10}	0.544667	72.4906	203.478
N24	t2	{2,1,4,3,8,5,15,10}|{14,19}#{6,9,16,11}|{12,17,7,13,18}	0.179493	63.4	203.478
N24	t3	{12,17,7,13,18}|{2,1,4,3,8,5,15,10}#{6,9,16,11}|{14,19}	0.275839	67.5875	203.478
N34	t1	{6}|{9}#{16,11}|{2,1,4,3,8,5,15,10,12,17,7,13,18,14,19}	0.999999	118.933	243.9
N34	t2	{2,1,4,3,8,5,15,10,12,17,7,13,18,14,19}|{9}#{16,11}|{6}	5.62221e-07	61.8667	243.9
