mal1g00001,
mal1g00002,cpa1s4g02304
mal1g00003,cpa1s4g02303
mal1g00004,cpa1s4g02302
mal1g00005,cpa1s4g02301
mal1g00006,cpa1s4g02299
mal1g00007,cpa1s4g02296
mal1g00008,cpa1s4g02295
mal1g00009,cpa1s4g02294
mal1g00010,cpa1s4g02292
mal1g00011,.
mal1g00012,cpa1s4g02290
mal1g00013,cpa1s4g02289
mal1g00014,cpa1s4g02286
mal1g00015,cpa1s4g02285
mal1g00016,cpa1s4g02284
mal1g00017,cpa1s4g02283
mal1g00018,.
mal1g00019,cpa1s4g02282
mal1g00020,cpa1s4g02281
mal1g00021,cpa1s4g02280
mal1g00022,cpa1s4g02279
mal1g00023,cpa1s4g02278
mal1g00024,cpa1s4g02277
mal1g00025,cpa1s4g02276
mal1g00026,cpa1s4g02275
mal1g00027,cpa1s4g02274
mal1g00028,cpa1s4g02273
mal1g00029,.
mal1g00030,cpa1s4g02272
mal1g00031,cpa1s4g02269
mal1g00032,.
mal1g00033,.
mal1g00034,.
mal1g00035,.
mal1g00036,cpa1s4g02266
mal1g00037,.
mal1g00038,.
mal1g00039,.
mal1g00040,.
mal1g00041,.
mal1g00042,.
mal1g00043,.
mal1g00044,cpa1s4g02264
mal1g00045,.
mal1g00046,cpa1s4g02263
mal1g00047,.
mal1g00048,cpa1s4g02262
mal1g00049,.
mal1g00050,.
mal1g00051,.
mal1g00052,cpa1s4g02260
mal1g00053,.
mal1g00054,.
mal1g00055,.
mal1g00056,.
mal1g00057,.
mal1g00058,.
mal1g00059,.
mal1g00060,cpa1s4g02257
mal1g00061,.
mal1g00062,cpa1s4g02255
mal1g00063,cpa1s4g02253
mal1g00064,cpa1s4g02252
mal1g00065,cpa1s4g02251
mal1g00066,cpa1s4g02250
mal1g00067,cpa1s4g02249
mal1g00068,cpa1s4g02247
mal1g00069,cpa1s4g02246
mal1g00070,cpa1s4g02245
mal1g00071,cpa1s4g02244
mal1g00072,.
mal1g00073,.
mal1g00074,cpa1s4g02242
mal1g00075,cpa1s4g02239
mal1g00076,cpa1s4g02211
mal1g00077,cpa1s4g02212
mal1g00078,cpa1s4g02213
mal1g00079,cpa1s4g02214
mal1g00080,.
mal1g00081,cpa1s4g02216
mal1g00082,cpa1s4g02217
mal1g00083,.
mal1g00084,cpa1s4g02236
