cpa1s2g00111,cca301s1g01438,tc180s2g00001,hum1sNW_018397290.1g00138,,,dz186s17g00001,,,,,opy300s10g00006,,,,,ga198s12g02595,,
cpa1s2g00107,cca301s1g01437,tc180s2g00002,hum1sNW_018397290.1g00137,,dz186s12g01209,.,,,,,opy300s10g00008,,opy300s12g00699,,,ga198s12g02597,,
cpa1s2g00106,cca301s1g01436,tc180s2g00003,hum1sNW_018397290.1g00136,,dz186s12g01210,.,,,,,.,opy300s7g00867,opy300s12g00700,,,.,,
cpa1s2g00102,cca301s1g01434,tc180s2g00004,hum1sNW_018397290.1g00135,,dz186s12g01211,.,,hli2s17g00001,,,opy300s10g00009,.,opy300s12g00701,,,.,,ga198s3g02793
cpa1s2g00101,cca301s1g01433,tc180s2g00005,hum1sNW_018397290.1g00134,,dz186s12g01212,.,,.,,,opy300s10g00011,.,.,,,ga198s12g02598,,.
cpa1s2g00100,cca301s1g01432,tc180s2g00006,hum1sNW_018397290.1g00133,,.,.,,.,,,.,.,.,,,.,,.
cpa1s2g00097,cca301s1g01431,tc180s2g00007,hum1sNW_018397290.1g00132,,.,dz186s17g00002,,.,,,opy300s10g00012,.,opy300s12g00702,,,.,,ga198s3g02794
cpa1s2g00096,.,tc180s2g00008,.,,dz186s12g01213,.,,.,,,opy300s10g00013,.,opy300s12g00703,,,.,,ga198s3g02795
cpa1s2g00086,cca301s1g01430,tc180s2g00009,hum1sNW_018397290.1g00131,,.,dz186s17g00003,,hli2s17g00005,,,.,.,opy300s12g00704,,,.,,ga198s3g02796
cpa1s2g00078,cca301s1g01428,tc180s2g00010,hum1sNW_018397290.1g00130,,dz186s12g01214,.,,hli2s17g00006,,,opy300s10g00014,opy300s7g00868,.,,,ga198s12g02599,,.
cpa1s2g00077,.,tc180s2g00011,hum1sNW_018397290.1g00129,,.,.,,.,,,.,.,.,,,.,,.
cpa1s2g00076,.,tc180s2g00012,hum1sNW_018397290.1g00128,,.,dz186s17g00004,,.,,,opy300s10g00015,.,opy300s12g00705,,,ga198s12g02600,,ga198s3g02797
cpa1s2g00075,cca301s1g01426,tc180s2g00013,hum1sNW_018397290.1g00127,,.,dz186s17g00005,,.,,,.,.,opy300s12g00706,,,ga198s12g02602,,.
cpa1s2g00074,cca301s1g01425,tc180s2g00014,hum1sNW_018397290.1g00126,,.,dz186s17g00006,,hli2s17g00008,,,opy300s10g00017,opy300s7g00869,.,,,ga198s12g02605,,.
cpa1s2g00071,cca301s1g01419,tc180s2g00015,hum1sNW_018397290.1g00123,dz186s20g00981,.,dz186s17g00008,,hli2s17g00010,,,.,.,opy300s12g00707,,,.,,.
cpa1s2g00067,.,tc180s2g00016,hum1sNW_018397290.1g00122,.,.,.,,.,,,.,.,.,,,.,,.
cpa1s2g00066,cca301s1g01418,tc180s2g00017,hum1sNW_018397290.1g00121,.,.,.,,.,,,.,.,.,,,.,,.
.,.,tc180s2g00018,hum1sNW_018397290.1g00120,.,.,.,,.,,,.,.,.,,,.,,.
.,.,tc180s2g00019,hum1sNW_018397290.1g00119,.,.,.,,hli2s17g00011,,,opy300s10g00019,.,.,,,ga198s12g02607,,.
cpa1s2g00063,cca301s1g01416,tc180s2g00020,hum1sNW_018397290.1g00118,.,dz186s12g01215,dz186s17g00009,,hli2s17g00012,,,opy300s10g00020,.,.,,,ga198s12g02608,,.
cpa1s2g00062,,tc180s2g00021,hum1sNW_018397290.1g00117,.,.,dz186s17g00010,,.,,,opy300s10g00021,.,.,,,ga198s12g02610,,.
cpa1s2g00059,,tc180s2g00022,hum1sNW_018397290.1g00115,.,dz186s12g01216,.,,.,,,opy300s10g00022,.,.,,,ga198s12g02611,,.
cpa1s2g00056,,tc180s2g00023,hum1sNW_018397290.1g00114,.,.,dz186s17g00011,,hli2s17g00013,,,opy300s10g00023,opy300s7g00871,.,,,.,,.
cpa1s2g00054,,tc180s2g00024,hum1sNW_018397290.1g00113,.,.,dz186s17g00012,,.,,,opy300s10g00024,.,.,,,ga198s12g02612,,.
.,,tc180s2g00025,hum1sNW_018397290.1g00112,dz186s20g00980,.,.,,.,,,.,opy300s7g00872,opy300s12g00708,,,.,,.
cpa1s2g00053,,tc180s2g00026,hum1sNW_018397290.1g00109,dz186s20g00979,.,dz186s17g00013,,hli2s17g00014,,,.,.,opy300s12g00709,,,.,,.
.,,tc180s2g00027,hum1sNW_018397290.1g00106,.,dz186s12g01217,.,,hli2s17g00015,,,.,opy300s7g00873,opy300s12g00710,,,.,,.
cpa1s2g00050,,tc180s2g00028,hum1sNW_018397290.1g00104,.,.,dz186s17g00014,,hli2s17g00016,,,opy300s10g00025,opy300s7g00874,.,,,.,,.
.,,tc180s2g00029,hum1sNW_018397290.1g00102,.,.,.,,.,,,.,.,.,,,ga198s12g02613,,.
cpa1s2g00049,,tc180s2g00030,hum1sNW_018397290.1g00101,.,.,dz186s17g00015,,.,,,opy300s10g00026,.,.,,,ga198s12g02614,,.
cpa1s2g00048,,tc180s2g00031,hum1sNW_018397290.1g00100,.,.,dz186s17g00016,hli2s10g01342,.,,,opy300s10g00027,opy300s7g00875,opy300s12g00711,,,.,,.
cpa1s2g00047,cca301s1g03035,tc180s2g00032,hum1sNW_018397290.1g00099,.,.,dz186s17g00017,.,hli2s17g00017,,,opy300s10g00028,opy300s7g00876,opy300s12g00712,,,.,,.
cpa1s2g00046,cca301s1g03034,tc180s2g00033,hum1sNW_018397290.1g00098,.,dz186s12g01218,dz186s17g00018,.,hli2s17g00018,,opy300s35g00994,.,opy300s7g00877,.,,,ga198s12g02615,,.
cpa1s2g00045,cca301s1g03032,tc180s2g00034,hum1sNW_018397290.1g00097,.,.,dz186s17g00019,.,.,,.,.,opy300s7g00878,.,,,.,,.
.,.,tc180s2g00035,.,.,.,.,.,.,,.,.,.,.,,,.,,.
.,.,tc180s2g00036,hum1sNW_018397290.1g00096,dz186s20g00978,.,dz186s17g00020,.,hli2s17g00019,,.,.,opy300s7g00880,opy300s12g00713,,,.,,.
cpa1s2g00040,.,tc180s2g00037,hum1sNW_018397290.1g00095,.,.,dz186s17g00021,hli2s10g01339,hli2s17g00020,,.,opy300s10g00030,.,opy300s12g00714,,,ga198s12g02616,,.
.,.,tc180s2g00038,hum1sNW_018397290.1g00094,.,dz186s12g01219,dz186s17g00022,hli2s10g01338,.,,.,opy300s10g00031,opy300s7g00882,opy300s12g00715,,,ga198s12g02618,,.
cpa1s2g00038,cca301s1g03031,tc180s2g00039,hum1sNW_018397290.1g00093,.,dz186s12g01220,.,.,hli2s17g00021,,.,opy300s10g00032,.,.,,,ga198s12g02619,,.
