,,tc180s6g00001,hum1sNW_018397274.1g00002,,,,,,,,,,,,,,,
,,tc180s6g00002,.,,,,,,,,,,,,,,,
,,tc180s6g00003,hum1sNW_018397274.1g00003,,,,,,,,,,,,,,,
,,tc180s6g00004,hum1sNW_018397274.1g00004,,,,hli2s5g01129,,,,,opy300s22g00047,,,,,ga198s10g03061,
,,tc180s6g00005,hum1sNW_018397274.1g00008,,,,.,hli2s2g00083,,,,.,,,,,.,
,,tc180s6g00006,hum1sNW_018397274.1g00010,,dz186s24g00800,dz186s11g01240,hli2s5g01130,hli2s2g00081,,,opy300s23g00648,opy300s22g00046,,,,,ga198s10g03060,
,,tc180s6g00007,hum1sNW_018397274.1g00011,dz186s28g00139,.,dz186s11g01242,hli2s5g01131,.,opy300s11g01103,,.,.,,,,,.,
,cca301s6g01478,tc180s6g00008,hum1sNW_018397274.1g00012,dz186s28g00138,.,dz186s11g01244,hli2s5g01132,.,.,,opy300s23g00646,opy300s22g00045,opy300s19g00219,,,,ga198s10g03059,ga198s5g01167
,cca301s6g01474,tc180s6g00009,hum1sNW_018397274.1g00013,.,dz186s24g00803,.,.,hli2s2g00077,.,,.,opy300s22g00044,.,,,,ga198s10g03058,.
,.,tc180s6g00010,hum1sNW_018397274.1g00014,.,.,.,.,.,.,,.,.,.,,,,.,.
,.,tc180s6g00011,hum1sNW_018397274.1g00016,.,.,.,.,.,.,,.,.,.,,,,.,.
,cca301s6g01469,tc180s6g00012,hum1sNW_018397274.1g00017,.,dz186s24g00804,dz186s11g01246,.,hli2s2g00074,.,opy300s17g01601,.,opy300s22g00043,.,,,,ga198s10g03057,.
,cca301s6g01468,tc180s6g00013,hum1sNW_018397274.1g00018,dz186s28g00137,.,dz186s11g01247,hli2s5g01133,hli2s2g00072,.,.,.,opy300s22g00042,opy300s19g00218,,,,ga198s10g03056,ga198s5g01168
cpa1s9g02013,cca301s6g01467,tc180s6g00014,hum1sNW_018397274.1g00019,.,dz186s24g00805,dz186s11g01249,hli2s5g01134,hli2s2g00067,.,.,.,opy300s22g00041,opy300s19g00217,,,,.,ga198s5g01169
cpa1s9g02012,cca301s6g01466,tc180s6g00015,hum1sNW_018397274.1g00021,.,dz186s24g00806,dz186s11g01251,hli2s5g01136,hli2s2g00066,.,opy300s17g01600,.,opy300s22g00040,opy300s19g00211,,,,ga198s10g03055,ga198s5g01170
cpa1s9g02011,cca301s6g01465,tc180s6g00016,hum1sNW_018397274.1g00024,.,dz186s24g00808,dz186s11g01252,.,.,opy300s11g01102,.,.,opy300s22g00039,.,,,,ga198s10g03054,.
.,cca301s6g01464,tc180s6g00017,hum1sNW_018397274.1g00025,.,dz186s24g00809,.,.,hli2s2g00064,.,opy300s17g01599,.,.,.,,,,.,.
.,cca301s6g01463,tc180s6g00018,hum1sNW_018397274.1g00026,.,.,dz186s11g01254,.,hli2s2g00054,.,.,.,.,opy300s19g00210,,,,.,ga198s5g01171
cpa1s9g02010,cca301s6g01461,tc180s6g00019,hum1sNW_018397274.1g00027,.,dz186s24g00812,dz186s11g01255,.,hli2s2g00053,.,.,.,.,.,,,,ga198s10g03053,.
.,.,tc180s6g00020,.,.,dz186s24g00813,dz186s11g01256,.,.,.,opy300s17g01598,.,.,.,,,,.,ga198s5g01172
.,cca301s6g01460,tc180s6g00021,hum1sNW_018397274.1g00028,dz186s28g00136,dz186s24g00814,dz186s11g01257,hli2s5g01143,hli2s2g00051,.,.,.,opy300s22g00037,opy300s19g00209,,,,ga198s10g03052,.
.,cca301s6g01459,tc180s6g00022,hum1sNW_018397274.1g00030,.,dz186s24g00815,.,hli2s5g01144,.,.,.,.,.,opy300s19g00208,,,,.,ga198s5g01173
cpa1s9g01993,cca301s6g01458,tc180s6g00023,hum1sNW_018397274.1g00031,.,.,dz186s11g01258,.,.,.,.,.,.,.,,,,.,.
