,cca301s1g00654,tc180s4g00998,hum1sNW_018397264.1g00024,,,dz186s19g00008,,hli2s6g00007,,opy300s42g00498,opy300s39g00011,,,,,ga198s3g00009,,
cpa1s6g01474,cca301s1g00653,tc180s4g00999,.,,dz186s26g00398,dz186s19g00009,,hli2s6g00008,,opy300s42g00497,opy300s39g00012,,,,,ga198s3g00010,,
.,cca301s1g00652,tc180s4g01000,hum1sNW_018397264.1g00026,,.,dz186s19g00010,,hli2s6g00009,,.,opy300s39g00013,opy300s29g01005,,,,ga198s3g00011,,
.,.,tc180s4g01001,hum1sNW_018397264.1g00027,,.,dz186s19g00011,,hli2s6g00010,,.,opy300s39g00014,.,opy300s27g00736,,,ga198s3g00012,,
.,cca301s1g00651,tc180s4g01002,hum1sNW_018397264.1g00028,,.,dz186s19g00012,hli2s18g01286,hli2s6g00011,,opy300s42g00495,opy300s39g00015,opy300s29g01001,.,,,ga198s3g00013,ga198s10g01833,
.,cca301s1g00649,tc180s4g01003,hum1sNW_018397264.1g00029,,.,dz186s19g00013,.,.,,opy300s42g00488,opy300s39g00016,opy300s29g00999,opy300s27g00738,,,.,.,
.,.,tc180s4g01004,hum1sNW_018397264.1g00030,,.,.,.,.,,.,.,.,.,,,.,.,
.,.,tc180s4g01005,hum1sNW_018397264.1g00031,,.,.,.,.,,.,.,.,.,,,.,.,
cpa1s6g01471,cca301s1g00647,tc180s4g01006,hum1sNW_018397264.1g00032,dz186s8g00006,.,dz186s19g00014,.,.,,opy300s42g00487,.,opy300s29g00998,.,,,.,ga198s10g01835,
.,cca301s1g00646,tc180s4g01007,hum1sNW_018397264.1g00033,.,.,dz186s19g00015,.,.,,opy300s42g00484,opy300s39g00017,opy300s29g00997,.,,,ga198s3g00014,.,
cpa1s6g01468,.,tc180s4g01008,hum1sNW_018397264.1g00034,dz186s8g00007,dz186s26g00399,dz186s19g00016,.,.,,.,.,opy300s29g00996,opy300s27g00740,,,.,ga198s10g01836,
cpa1s6g01467,cca301s1g00644,tc180s4g01009,hum1sNW_018397264.1g00035,dz186s8g00008,.,dz186s19g00017,hli2s18g01283,hli2s6g00013,,opy300s42g00481,opy300s39g00018,opy300s29g00995,opy300s27g00741,,,ga198s3g00015,ga198s10g01837,
cpa1s6g01466,cca301s1g00643,tc180s4g01010,hum1sNW_018397264.1g00036,.,dz186s26g00400,dz186s19g00018,.,.,,opy300s42g00480,opy300s39g00019,opy300s29g00994,.,,,ga198s3g00016,.,
cpa1s6g01464,cca301s1g00642,tc180s4g01011,hum1sNW_018397264.1g00038,.,.,dz186s19g00019,hli2s18g01282,hli2s6g00014,,opy300s42g00479,opy300s39g00020,.,.,,,ga198s3g00018,ga198s10g01838,
.,cca301s1g00641,tc180s4g01012,hum1sNW_018397264.1g00039,.,.,dz186s19g00020,hli2s18g01281,hli2s6g00015,,opy300s42g00478,opy300s39g00021,.,.,,,ga198s3g00019,.,
.,cca301s1g00640,tc180s4g01013,hum1sNW_018397264.1g00040,dz186s8g00009,.,dz186s19g00021,hli2s18g01280,hli2s6g00016,,.,.,opy300s29g00993,.,,,.,ga198s10g01839,
cpa1s6g01638,cca301s1g00639,tc180s4g01014,hum1sNW_018397264.1g00041,.,.,dz186s19g00022,hli2s18g01278,hli2s6g00019,,.,.,.,.,,,.,.,
.,cca301s1g00636,tc180s4g01015,hum1sNW_018397264.1g00042,.,.,dz186s19g00023,hli2s18g01275,.,,.,opy300s39g00022,.,.,,,ga198s3g00020,.,
cpa1s6g01666,cca301s1g00635,tc180s4g01016,hum1sNW_018397264.1g00043,dz186s8g00010,.,.,hli2s18g01274,.,,.,opy300s39g00023,.,.,,,ga198s3g00021,.,
.,.,tc180s4g01017,.,.,.,.,.,.,,.,.,.,.,,,.,.,
.,.,tc180s4g01018,.,.,.,.,.,.,,.,.,.,.,,,.,.,
cpa1s6g01667,cca301s1g00634,tc180s4g01019,hum1sNW_018397264.1g00044,dz186s8g00013,.,dz186s19g00024,hli2s18g01273,hli2s6g00023,,.,opy300s39g00024,opy300s29g00992,.,,,ga198s3g00022,ga198s10g01840,
cpa1s6g01668,cca301s1g00632,tc180s4g01020,hum1sNW_018397264.1g00045,dz186s8g00015,.,dz186s19g00025,hli2s18g01271,hli2s6g00024,,opy300s42g00477,opy300s39g00025,opy300s29g00991,.,,,ga198s3g00023,.,
cpa1s6g01669,cca301s1g00631,tc180s4g01021,hum1sNW_018397264.1g00046,.,.,dz186s19g00026,.,hli2s6g00025,,opy300s42g00476,.,opy300s29g00990,opy300s27g00742,,,.,ga198s10g01842,
cpa1s6g01670,.,tc180s4g01022,hum1sNW_018397264.1g00049,dz186s8g00016,.,dz186s19g00027,.,hli2s6g00026,,opy300s42g00475,.,.,opy300s27g00743,,,.,.,ga198s9g02451
cpa1s6g01671,cca301s1g00629,tc180s4g01023,hum1sNW_018397264.1g00050,dz186s8g00018,.,dz186s19g00029,hli2s18g01269,hli2s6g00028,,.,.,opy300s29g00989,opy300s27g00744,,,.,ga198s10g01844,ga198s9g02449
cpa1s6g01672,.,tc180s4g01024,hum1sNW_018397264.1g00051,dz186s8g00019,.,dz186s19g00030,.,.,,opy300s42g00474,.,opy300s29g00988,opy300s27g00745,,,.,ga198s10g01845,ga198s9g02448
cpa1s6g01673,cca301s1g00627,tc180s4g01025,hum1sNW_018397264.1g00052,.,dz186s26g00402,dz186s19g00031,hli2s18g01268,hli2s6g00031,,opy300s42g00473,opy300s39g00027,opy300s29g00987,.,,,.,ga198s10g01846,.
cpa1s6g01674,.,tc180s4g01026,hum1sNW_018397264.1g00054,.,.,dz186s19g00032,hli2s18g01267,hli2s6g00032,,.,opy300s39g00028,.,opy300s27g00746,,,ga198s3g00026,.,.
cpa1s6g01675,.,tc180s4g01027,hum1sNW_018397264.1g00057,.,.,dz186s19g00033,hli2s18g01266,.,,.,.,opy300s29g00986,.,,,.,ga198s10g01847,.
cpa1s6g01676,cca301s1g00626,tc180s4g01028,hum1sNW_018397264.1g00058,.,dz186s26g00403,dz186s19g00034,.,.,,.,opy300s39g00029,opy300s29g00985,.,,,ga198s3g00027,.,.
cpa1s6g01677,cca301s1g00624,tc180s4g01029,hum1sNW_018397264.1g00059,.,dz186s26g00404,dz186s19g00035,hli2s18g01265,hli2s6g00035,,.,opy300s39g00030,opy300s29g00984,.,,,ga198s3g00028,ga198s10g01849,.
cpa1s6g01678,cca301s1g00623,tc180s4g01030,hum1sNW_018397264.1g00060,dz186s8g00020,.,dz186s19g00036,hli2s18g01264,hli2s6g00036,,opy300s42g00472,opy300s39g00031,opy300s29g00983,opy300s27g00747,,,ga198s3g00029,ga198s10g01850,ga198s9g02447
cpa1s6g01679,cca301s1g00622,tc180s4g01031,hum1sNW_018397264.1g00061,dz186s8g00021,dz186s26g00405,dz186s19g00037,hli2s18g01263,hli2s6g00037,,.,opy300s39g00032,opy300s29g00982,.,,,ga198s3g00031,.,.
