,cca301s5g00002,tc180s5g00001,hum1sNW_018397263.1g00004,dz186s7g01580,,dz186s2g00881,hli2s11g00003,,,opy300s28g00003,opy300s9g00009,,,,,,,
,.,tc180s5g00002,hum1sNW_018397263.1g00005,.,,dz186s2g00880,hli2s11g00004,,,.,opy300s9g00011,,,,,,,
,.,tc180s5g00003,hum1sNW_018397263.1g00006,.,,.,hli2s11g00005,,,.,.,,,,,,,
,cca301s5g00004,tc180s5g00004,hum1sNW_018397263.1g00007,.,,dz186s2g00879,.,hli2s16g00004,,opy300s28g00004,opy300s9g00012,,,,,,,
,.,tc180s5g00005,hum1sNW_018397263.1g00008,.,,dz186s2g00878,.,.,,.,.,,,,,,,
,.,tc180s5g00006,hum1sNW_018397263.1g00009,.,dz186s4g01660,.,.,hli2s16g00005,,.,opy300s9g00013,,,,,,,
,cca301s5g00005,tc180s5g00007,hum1sNW_018397263.1g00011,.,.,.,.,.,,.,.,opy300s4g01806,,,,,,
cpa1s5g00502,.,tc180s5g00008,hum1sNW_018397263.1g00012,.,.,dz186s2g00877,.,.,,.,.,.,,,,,,
cpa1s5g00501,.,tc180s5g00009,.,.,.,dz186s2g00876,.,.,,.,.,opy300s4g01805,,,,,ga198s4g00559,
.,.,tc180s5g00010,hum1sNW_018397263.1g00013,.,.,.,.,.,,.,.,.,,,,,.,
cpa1s5g00500,.,tc180s5g00011,.,.,dz186s4g01659,dz186s2g00875,hli2s11g00006,.,,.,opy300s9g00014,.,opy300s1g03211,,,,.,
cpa1s5g00499,.,tc180s5g00012,.,.,.,.,.,.,,opy300s28g00005,.,.,.,,,,.,
cpa1s5g00496,.,tc180s5g00013,hum1sNW_018397263.1g00014,.,.,dz186s2g00874,hli2s11g00007,.,,.,.,.,opy300s1g03210,,,,.,ga198s9g01841
cpa1s5g00491,.,tc180s5g00014,.,.,.,dz186s2g00873,hli2s11g00014,hli2s16g00006,opy300s37g00008,opy300s28g00006,.,.,opy300s1g03209,,,,.,ga198s9g01840
cpa1s5g00490,cca301s5g00006,tc180s5g00015,.,.,.,dz186s2g00872,hli2s11g00013,hli2s16g00007,.,opy300s28g00008,opy300s9g00015,.,.,,,,.,.
cpa1s5g00489,.,tc180s5g00016,hum1sNW_018397263.1g00015,.,.,.,.,.,.,.,opy300s9g00016,.,.,,,,.,.
cpa1s5g00486,cca301s5g00007,tc180s5g00017,hum1sNW_018397263.1g00016,.,dz186s4g01658,.,.,hli2s16g00010,.,opy300s28g00009,.,opy300s4g01804,.,,,,ga198s4g00561,.
cpa1s5g00485,cca301s5g00008,tc180s5g00018,hum1sNW_018397263.1g00017,.,.,.,.,hli2s16g00011,.,.,.,.,opy300s1g03208,,,,.,ga198s9g01839
