,,tc180s10g00001,,,,,,,,,,,,,,,,
,,tc180s10g00002,,,dz186s7g00508,,,hli2s15g01688,opy300s28g00573,,,opy300s30g00953,,ga198s13g00130,,,ga198s6g01925,
,,tc180s10g00003,hum1sNW_018397268.1g00001,dz186s4g00841,.,dz186s23g00243,hli2s16g01255,hli2s15g01687,.,,opy300s41g00400,opy300s30g00952,opy300s21g00002,.,,,.,ga198s10g00125
,,tc180s10g00004,hum1sNW_018397268.1g00002,dz186s4g00842,.,dz186s23g00244,hli2s16g01254,hli2s15g01685,opy300s28g00571,,.,opy300s30g00951,opy300s21g00003,ga198s13g00132,,,ga198s6g01927,.
,,tc180s10g00005,hum1sNW_018397268.1g00003,dz186s4g00843,.,.,hli2s16g01253,hli2s15g01684,.,,.,opy300s30g00950,.,.,,ga198s4g01303,.,.
,,tc180s10g00006,hum1sNW_018397268.1g00004,dz186s4g00844,.,.,.,hli2s15g01683,opy300s28g00570,,opy300s41g00397,opy300s30g00949,.,.,,ga198s4g01302,.,.
,,tc180s10g00007,hum1sNW_018397268.1g00007,dz186s4g00845,dz186s7g00509,.,hli2s16g01252,hli2s15g01682,opy300s28g00569,,.,opy300s30g00948,opy300s21g00004,ga198s13g00133,,.,.,.
,,tc180s10g00008,hum1sNW_018397268.1g00008,dz186s4g00846,.,.,hli2s16g01251,.,.,,opy300s41g00396,.,.,.,,ga198s4g01301,.,.
,,tc180s10g00009,hum1sNW_018397268.1g00009,.,dz186s7g00510,.,hli2s16g01250,hli2s15g01681,.,,.,.,opy300s21g00005,.,,.,.,ga198s10g00123
,,tc180s10g00010,hum1sNW_018397268.1g00010,.,dz186s7g00511,.,.,hli2s15g01679,.,,opy300s41g00395,.,.,.,,ga198s4g01300,.,.
,,tc180s10g00011,hum1sNW_018397268.1g00012,dz186s4g00848,.,.,.,hli2s15g01678,opy300s28g00567,,.,.,opy300s21g00006,.,,.,.,ga198s10g00122
,,tc180s10g00012,hum1sNW_018397268.1g00013,dz186s4g00849,.,dz186s23g00246,hli2s16g01248,hli2s15g01677,.,,opy300s41g00393,opy300s30g00945,.,.,,ga198s4g01299,ga198s6g01952,.
,,tc180s10g00013,hum1sNW_018397268.1g00014,.,dz186s7g00512,.,.,hli2s15g01676,.,,.,opy300s30g00944,.,.,,.,.,.
,,tc180s10g00014,hum1sNW_018397268.1g00015,dz186s4g00850,dz186s7g00513,dz186s23g00247,hli2s16g01235,hli2s15g01675,opy300s28g00565,,.,opy300s30g00943,.,ga198s13g00136,,.,.,.
,,tc180s10g00015,hum1sNW_018397268.1g00016,dz186s4g00851,.,dz186s23g00248,hli2s16g01234,hli2s15g01674,opy300s28g00564,,.,opy300s30g00942,.,ga198s13g00137,,.,.,.
,,tc180s10g00016,hum1sNW_018397268.1g00017,dz186s4g00852,dz186s7g00514,.,.,hli2s15g01673,.,,opy300s41g00391,.,.,.,,ga198s4g01294,.,.
cpa1s8g00652,,tc180s10g00017,hum1sNW_018397268.1g00018,.,.,dz186s23g00249,.,hli2s15g01672,.,,opy300s41g00390,.,opy300s21g00007,.,,ga198s4g01293,.,.
cpa1s8g00654,,tc180s10g00018,hum1sNW_018397268.1g00019,dz186s4g00853,dz186s7g00515,dz186s23g00250,hli2s16g01233,hli2s15g01671,opy300s28g00562,,.,opy300s30g00941,opy300s21g00008,ga198s13g00138,,.,ga198s6g01951,.
cpa1s8g00655,,tc180s10g00019,hum1sNW_018397268.1g00020,dz186s4g00854,.,.,hli2s16g01232,.,.,,.,opy300s30g00940,opy300s21g00009,.,,.,.,ga198s10g00121
cpa1s8g00656,,tc180s10g00020,hum1sNW_018397268.1g00022,dz186s4g00855,.,dz186s23g00251,hli2s16g01231,hli2s15g01670,opy300s28g00561,,.,opy300s30g00939,opy300s21g00010,ga198s13g00140,,.,.,.
cpa1s8g00657,,tc180s10g00021,hum1sNW_018397268.1g00023,dz186s4g00856,.,dz186s23g00252,hli2s16g01230,.,.,,.,opy300s30g00938,opy300s21g00011,.,,.,ga198s6g01950,.
.,,tc180s10g00022,.,dz186s4g00857,.,.,hli2s16g01226,hli2s15g01669,opy300s28g00560,,opy300s41g00389,opy300s30g00936,.,.,,ga198s4g01290,ga198s6g01949,.
cpa1s8g00658,,tc180s10g00023,hum1sNW_018397268.1g00024,dz186s4g00858,.,dz186s23g00253,hli2s16g01225,hli2s15g01668,opy300s28g00559,,opy300s41g00388,opy300s30g00935,opy300s21g00012,ga198s13g00141,,ga198s4g01289,.,ga198s10g00120
.,,tc180s10g00024,hum1sNW_018397268.1g00025,.,dz186s7g00516,dz186s23g00254,hli2s16g01224,.,.,,.,opy300s30g00934,opy300s21g00013,.,,.,ga198s6g01947,ga198s10g00119
.,,tc180s10g00025,hum1sNW_018397268.1g00026,dz186s4g00859,.,.,.,.,.,,.,.,opy300s21g00014,.,,.,.,ga198s10g00118
cpa1s8g00659,,tc180s10g00026,hum1sNW_018397268.1g00027,dz186s4g00860,.,dz186s23g00255,.,hli2s15g01667,.,,.,.,opy300s21g00015,.,,.,.,ga198s10g00116
.,,tc180s10g00027,hum1sNW_018397268.1g00030,.,.,.,.,hli2s15g01666,.,,opy300s41g00385,opy300s30g00930,.,.,,.,ga198s6g01946,.
.,,tc180s10g00028,hum1sNW_018397268.1g00032,.,.,.,.,.,.,,.,.,.,.,,.,.,.
.,,tc180s10g00029,hum1sNW_018397268.1g00034,.,dz186s7g00517,.,.,.,.,,.,opy300s30g00929,.,.,,.,ga198s6g01945,.
.,,tc180s10g00030,.,.,.,.,.,.,.,,.,.,.,.,,.,.,.
.,,tc180s10g00031,.,.,.,.,.,.,.,,.,.,.,.,,.,.,.
.,,tc180s10g00032,.,.,.,.,.,.,.,,.,.,.,.,,.,.,.
.,,tc180s10g00033,.,.,.,.,.,.,.,,.,.,.,.,,ga198s4g01311,.,.
cpa1s8g00660,,tc180s10g00034,hum1sNW_018397268.1g00035,.,.,.,.,.,.,,.,.,.,.,,.,.,.
.,,tc180s10g00035,hum1sNW_018397268.1g00036,dz186s4g00862,.,dz186s23g00256,hli2s16g01222,.,.,,.,.,.,.,,.,.,.
.,,tc180s10g00036,hum1sNW_018397268.1g00037,.,.,.,hli2s16g01221,hli2s15g01657,.,,.,.,opy300s21g00016,.,,.,.,.
.,,tc180s10g00037,hum1sNW_018397268.1g00038,.,.,.,.,.,.,,.,.,.,.,,.,.,.
cpa1s8g00662,,tc180s10g00038,hum1sNW_018397268.1g00039,.,dz186s7g00518,dz186s23g00259,hli2s16g01220,hli2s15g01656,opy300s28g00558,,opy300s41g00384,.,.,ga198s13g00142,,ga198s4g01284,.,.
cpa1s8g00663,,tc180s10g00039,hum1sNW_018397268.1g00040,.,dz186s7g00519,dz186s23g00260,hli2s16g01219,hli2s15g01655,.,,opy300s41g00383,opy300s30g00928,opy300s21g00017,.,,.,ga198s6g01944,.
.,,tc180s10g00040,hum1sNW_018397268.1g00043,.,.,dz186s23g00261,.,.,.,,opy300s41g00381,.,opy300s21g00018,.,,ga198s4g01310,.,ga198s10g00115
cpa1s8g00664,,tc180s10g00041,hum1sNW_018397268.1g00044,.,.,.,.,.,.,,.,.,.,ga198s13g00148,,.,.,.
cpa1s8g00668,,tc180s10g00042,hum1sNW_018397268.1g00045,.,dz186s7g00520,.,hli2s16g01216,.,.,,.,.,.,ga198s13g00147,,.,.,.
cpa1s8g00669,,tc180s10g00043,.,.,.,.,hli2s16g01215,hli2s15g01654,.,,opy300s41g00380,.,.,ga198s13g00146,,.,.,.
cpa1s8g00671,,tc180s10g00044,hum1sNW_018397268.1g00046,dz186s4g00864,dz186s7g00521,dz186s23g00262,.,hli2s15g01653,.,,opy300s41g00379,.,opy300s21g00019,ga198s13g00145,,ga198s4g01309,.,.
.,,tc180s10g00045,hum1sNW_018397268.1g00048,.,dz186s7g00522,.,.,.,opy300s28g00557,,.,.,opy300s21g00020,ga198s13g00144,,.,.,.
.,,tc180s10g00046,.,.,.,dz186s23g00263,.,.,.,,.,.,opy300s21g00021,.,,.,.,.
cpa1s8g00672,,tc180s10g00047,hum1sNW_018397268.1g00049,dz186s4g00869,.,dz186s23g00265,.,.,.,,opy300s41g00378,opy300s30g00926,opy300s21g00023,.,,ga198s4g01308,.,.
cpa1s8g00673,,tc180s10g00048,hum1sNW_018397268.1g00052,.,dz186s7g00523,dz186s23g00266,hli2s16g01208,hli2s15g01652,.,,opy300s41g00377,opy300s30g00925,opy300s21g00024,.,,ga198s4g01307,.,ga198s10g00106
cpa1s8g00674,,tc180s10g00049,hum1sNW_018397268.1g00053,dz186s4g00870,.,.,.,.,.,,.,.,opy300s21g00025,.,,.,.,ga198s10g00104
cpa1s8g00677,,tc180s10g00050,hum1sNW_018397268.1g00055,dz186s4g00871,.,dz186s23g00267,hli2s16g01205,.,opy300s28g00551,,.,.,opy300s21g00026,ga198s13g00149,,.,.,.
,,tc180s10g00051,.,.,.,.,.,.,.,,.,.,.,.,,.,.,.
,,tc180s10g00052,hum1sNW_018397268.1g00058,dz186s4g00872,.,.,.,hli2s15g01651,.,,.,opy300s30g00922,opy300s21g00027,.,,.,ga198s6g01942,.
,,tc180s10g00053,hum1sNW_018397268.1g00059,.,dz186s7g00524,.,.,.,.,,.,opy300s30g00921,opy300s21g00028,.,,.,.,ga198s10g00102
cpa1s2g01201,,tc180s10g00054,hum1sNW_018397268.1g00060,.,.,dz186s23g00268,.,hli2s15g01650,.,,opy300s41g00374,.,.,.,,ga198s4g01315,.,ga198s10g00101
.,,tc180s10g00055,hum1sNW_018397268.1g00061,.,.,.,.,hli2s15g01649,.,,.,opy300s30g00920,.,.,,ga198s4g01316,.,.
cpa1s2g01200,,tc180s10g00056,hum1sNW_018397268.1g00062,dz186s4g00873,.,.,hli2s16g01204,.,.,,opy300s41g00373,.,.,.,,ga198s4g01317,.,.
cpa1s2g01199,,tc180s10g00057,hum1sNW_018397268.1g00063,.,.,.,.,hli2s15g01648,.,,.,opy300s30g00919,opy300s21g00029,.,,.,ga198s6g01937,.
cpa1s2g01198,,tc180s10g00058,hum1sNW_018397268.1g00065,.,.,dz186s23g00269,.,.,.,,.,opy300s30g00918,.,.,,.,ga198s6g01936,.
cpa1s2g01196,,tc180s10g00059,hum1sNW_018397268.1g00066,dz186s4g00874,dz186s7g00525,dz186s23g00270,hli2s16g01203,.,opy300s28g00545,,.,opy300s30g00917,opy300s21g00030,.,,.,ga198s6g01955,.
.,,tc180s10g00060,.,.,.,.,.,.,opy300s28g00546,,.,.,.,.,,.,.,.
.,,tc180s10g00061,hum1sNW_018397268.1g00067,dz186s4g00875,dz186s7g00527,dz186s23g00271,.,hli2s15g01647,opy300s28g00547,,.,opy300s30g00916,opy300s21g00031,.,,.,ga198s6g01956,ga198s10g00100
cpa1s2g01194,,tc180s10g00062,hum1sNW_018397268.1g00068,dz186s4g00876,dz186s7g00528,dz186s23g00272,hli2s16g01201,hli2s15g01646,.,opy300s22g01105,.,opy300s30g00915,opy300s21g00032,.,ga198s5g03324,.,ga198s6g01957,ga198s10g00099
cpa1s2g01193,,tc180s10g00063,hum1sNW_018397268.1g00069,.,dz186s7g00529,.,.,.,.,.,.,opy300s30g00914,opy300s21g00033,.,.,.,ga198s6g01958,.
cpa1s2g01192,,tc180s10g00064,hum1sNW_018397268.1g00070,.,.,dz186s23g00274,hli2s16g01200,hli2s15g01643,.,.,.,opy300s30g00913,opy300s21g00035,.,.,.,ga198s6g01959,ga198s10g00096
